customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
9bac30b7d11675abab5efdb483e6c624,372786a60f24293b2c08c5763e53ad3f,93995,city,PR
ab41be7140da06daae43186197ba87b1,876017d50029522a5b16345f089b8846,57199,city,BA
012f984fcc62d09fbeb235713434b817,2a63e6adf28f7daf9d54a7149ba3f1af,1540,city,SP
9a8d2376056978d3c4855030fcac9f3b,924aac2ffb7b49ef0b811f0fcf582c1c,28851,city,SP
d2a8247a1de4ca38629b73ce366174d6,c097cc4859cb15250c6ae9e952d68ec0,61777,city,MG
50431b919bfe3f17b49e959594863c17,7f1d8cfb1aab8e1e14f7f8d04cd5170b,53827,city,PR
f7104461b914673ded159f6fb1260f01,1bb42491a2d98a34533774c5e15e65df,89025,city,RJ
4eebb70e3b8112ab47a8ba84b2fa7e18,06e16e9620000f833a6813f1b82adabc,30603,city,MS
86ee08d5b448573dc9e1d2aadcd164f8,78d1dd69146b2c922036f071cf5377c2,2574,city,SP
3f9ec63ab489d8dfcc9bb514844c06e3,f7f1e3431bd40384cfa9bd815682f13b,20140,city,MG
447b96f50f7fc97ce54bc721e43d46eb,0c567a3445eb5b70b90b0d40faff57ab,85559,city,RJ
50c3c94db2bf69ce77cd64b507645bfa,f3cbd37d0953749ea2d3f68566b4b86a,57132,city,GO
0c12ebdca0c398e5fa8bfe1b17f0085a,d0504a8ec92de1d6c991c15fc96111ca,34973,city,MG
2c983ec0db4f97e0ff42c858cbe2082b,6732d043e7ea1d984e968a0df7e212d2,99347,city,MA
454efa68c603c8b6f37d864d45c5351c,41713bf809fe721a2e281f783de5651b,34986,city,SP
fb32b170be36d9963bc6c0fee528904e,d5562781829942ec53e0c92f9e0b43c3,49467,city,RJ
533c7d3e654d258ca53887f55afc901a,16fc04bda9eab1a67a98a2e6d0b8dce1,70091,city,SP
03f94c7a1ef743c5b306818f23ee44bc,e0ccc9b3ccb36500cc4c5c62fe5461b8,46324,city,BA
e4c64f2f0aee4299c074c4e4d94eb85e,7ee3827ae759a0bb287a1c6d6fc66395,71367,city,RJ
7c3916a2eaf39056d313411d030a0a30,f1908de6b899d7269fd73d539f34b91c,76509,city,PR
c3a7d8d7c5fcffce57958692aed5e1cf,7b56a5684b6e89db065b2f0fb66cb26b,77767,city,AL
20f11cdaf17f2ecbea4ee18938b463d2,455a162e6413ec88156ef56257c57250,31815,city,GO
6cc1980762c807e543ed710cede1448c,8bd3b9f3a8cc0e0ff1a0e5df4b251f28,67305,city,SP
685a3d87217b2ee2c6c9ebbbfe54ec63,6b61acffa4f673c1b3f62438e970de1a,60271,city,SP
a8e798bfec93a43659f403b2db9b96fd,2c4f57ccae91104690e8835ce8a71705,87317,city,PR
a67dc9f22cb34011aa48a491e857105f,a4277abdaade12981daf39f009ee75de,79356,city,SP
c12862e4c9e31afa06e1307eceb3834e,3d6c1def56befc59b00c9ffd1ae23cad,39939,city,SC
cb4dd3d45cd244e640c7ca2c53834fb1,7919da8dc2b47e66a861e68aa71e59a2,67615,city,SP
677f1fe6f2dc6f5dd481f3bd0cde5240,9f2add7dfba6b428944753d413a8c21d,66209,city,SP
94d7674c0d5fb608ac8cc7c81aa23cd3,3a8bf1e3b1b73da98a8aa24dce8a0189,53283,city,MG
16a7479881fe35c222251dc9275b15cb,356412b75b28564c2339a86a5f5468ea,34817,city,RJ
6c7649d7291f228965694c9904abaafc,706d483d67f16065bfdf9c1bfe86d15d,88482,city,PR
6149a7e41733a4c02f03d6437a650d51,755f01009c690d2ea3c7e3a87dd53c90,25740,city,MG
9e7b88f2e5ac829f76feced65aaaf591,431144c77fad35ebb92e925ed7fe2534,27923,city,SP
9d2052be830efe82fb8dd4d40ad126d0,8fd9e91a4507c9ed13b22ac218d246f3,26387,city,SP
3f80846de810bd7663b0aaccc80b56d1,367512feb5996a7119bd67cc5c4bf635,8930,city,BA
617faeef8cd7689969e9bf3eb43fc4f0,f76038065742c9fc4332069d2b81a7f5,12459,city,SP
88cb60a6475b4d461c1b8145d23d2c05,3ac4dff2231c740c079899c078be204c,62195,city,SP
ee0a108c07183f104d8eeb312abb0316,a753e0269feebbb35ed490463e1b5132,90506,city,RJ
8df6ddcf27449c553e5492a39655384d,89a2364a454d1fe827ae9376e8bd8f46,72269,city,SP
92c15bdbc5e8b9c00736c5c7d24c3e61,cfad64fcdf472d2880f4056f2d778389,41144,city,BA
f09c6d0addd6153a1b7b97ca34283852,01c5fe6f1ab3255d20b70737225757d9,77472,city,RS
8386ea25e309e2e4f204868535d52721,5520d90186162776243aa40ba7a770cb,69336,city,MG
70653c51d4632ad8de8f31fbb233eda9,081ccdcebc465b9101bc2da1d5403a18,85578,city,SP
e96ffce50970da216f8981126417974b,711ee12ba4437d9dbec1bd2a9b44de0b,48829,city,SP
39e49eb339a1253a56d2fe45034efc2f,19f2baa585f352d546599f28007b386e,45743,city,RJ
3fdc0fb8b2d5723a461820f4ef872395,92ed2cb9943fa546352004430d2f47e3,94158,city,SP
4d3ae4521e3714c52f2374c70eaefd64,5a1c3411c87d394149a2d43cc4f475d3,22262,city,BA
a6d9468ae97483d1e493f133d4d2de75,f9d5be9abdd2d665da148dea5ec42bfe,77104,city,SP
6413e0417fb3d256f4092c5397616e1d,db6c7a4e9b6a12e463203926116c0a24,93417,city,DF
2c8b714353fa325eebaa520a0db4b2fe,84e748ba41325a6b6194e282f799fb46,38646,city,MT
32e01aa590ff1b51d8b34013c77b66c6,99e1afafa0f67e52ed372cd445041be9,56935,city,SP
d8c3631eedf6b2acdeb5c9e3977cc2d0,c32f1bc9c688ca64b002f76df00cf398,84803,city,SP
47ba054b15848714c5ef6d8ff684926e,02fd41b9b271c3f818c5e64f29cf5cae,89366,city,RS
e7f53c017f87aaa3e548c595466ef310,25a54d81d82eea843bb59f6d270572c1,93128,city,SP
ef02fba57b49dbf0132157303fc93c63,4636762127d636b025deb19cad71e85f,87205,city,SP
30d69c16b8ae4ad3eca1552b52bb8ed9,3478922187c06d52d188cbbbb7a75fb0,27687,city,DF
5f4eb6588f356d50605953a7b9c17475,de994defd9bd884260c0af6d5138b02d,22498,city,SP
380994d7db78cd9a3d292b2827ede4da,b3efc2306b01190701fb11d546589de3,3321,city,SP
0c01f5d9c7a3cf330f3f4f8ee67d71b3,a116436895fa8c2b795f4f2b72e3a733,21757,city,MG
4b5c28ee8d3527ad5ed8e48668d39ab5,5ce70765a4a37927945bf52315c5bb97,69433,city,MG
5a3a1405f611dcc3fa77c592263cd9ff,9012ea76ec61931db3257226a68cdb48,17469,city,RJ
0ca451b864d15639d75e9be9ef71183c,5a4fe740283eb407cb9420b6377a9e3d,67672,city,RJ
fb850813dbe67c351c988f4e79af9c5e,e2c97015a3cf8925a6df1031ad9db9f3,38176,city,SP
707770ca482fb0a0cc02398b5da3dfcd,cb05a66e461957ce262a70f7be0fa4a1,46296,city,SP
ef1fcaf58fb7d139036bd091e66fe810,1810e001361306b97150b6186d7c7683,90688,city,RJ
3aff420b3c565367536fa995c3c7f0b0,40c3f06a86bdad343d71908ed00fe745,73507,city,SC
40a14c04781ce347dd823360c7c3044e,0eb473521d0ae2aabf1e3b57c6cb2145,53370,city,SP
49086676de9a4fe3c26682b30954276d,6dc35d10094d094532f1f30a3c01e153,9490,city,MT
4033f9dccd3d57dfc7efe7d72cac47e6,9fd9d6582664d3f5e49dca190842098e,47324,city,MT
47c594701e4a8bb63501d5c1c8af3975,3c66155b3eac14073c12519e2254f79b,41501,city,MT
f098a169017c17552b5c8d8bb2caf0ac,caa875dac08629a14381f4bd993cefa0,59108,city,SP
da8b8ddd275284c7a12833c1e8dc24d1,865855d96731dc48e6afd5433c65305a,12303,city,DF
f8d2ebcc5757f9e8fbf2be23c3f9534c,d016dc91891f2e83261cbeee9e52873c,73077,city,RS
7f2def0c1db7d592f6223fec7b20e757,95b58f55e1d91f6872a1a56974b38b8b,76649,city,SP
66d7eeddb691866db1dad94334ec6c26,fd41afbd4e4d5911de9ef06154d903e7,21785,city,SP
e5485430605022236cc6c2a59888fdd6,e467c922d7c564c61b6fe1719157a4f0,82520,city,SP
c05c9765f054dd3f3f30a04a2c37fc92,a8ab95c304a3ec6af84848f60dc8875e,18291,city,DF
114343ea005f24ee28b4d17450a49a16,d028c6c5c6d678c171bda99f8a14c172,20502,city,RJ
4753766ab9e8753d58480a0415266914,5e731bce70be55fe1e53e04e88175106,5149,city,SP
11ae0dbe6825d13ce970dbe611dcb83d,26f1bfc140271f6d318f9b10ce806414,8857,city,ES
9819f459a42c51f0aa2474a74995f182,1a158a24bfe070c21c953cf249384de9,88615,city,RS
7f119ba4d04dce91d3f50a8360ce5bfd,1c0fae8f8e093c6870466d12ea122923,90703,city,SP
ca7f04e390ec324d6451911a56424e27,c29ba3ab094fbd74013086e2e3fcfc42,41113,city,SP
6300fcba269d0ba44cb78d91bca0226b,a39f342e2671255be6f5b9c6bbcb4853,66326,city,SP
